weak,strong,grade,anchor,pragmatic,logical
adequate,good,C,The level of difficulty in the game was adequate for new players.,The level of difficulty in the game was not good for new players.,The level of difficulty in the game was good for new players.
adequate,good,C,The organization of the event was adequate for the attendees.,The organization of the event was not good for the attendees.,The organization of the event was good for the attendees.
adequate,good,C,The variety of options on the menu was adequate.,The variety of options on the menu was not good.,The variety of options on the menu was good.
adequate,good,C,The level of detail in the report was adequate.,The level of detail in the report was not good.,The level of detail in the report was good.
adequate,good,C,The flow of the presentation was adequate.,The flow of the presentation was not good.,The flow of the presentation was good.
adequate,good,C,The maintenance of the equipment was adequate.,The maintenance of the equipment was not good.,The maintenance of the equipment was good.
adequate,good,C,The atmosphere of the restaurant was adequate for dining.,The atmosphere of the restaurant was not good for dining.,The atmosphere of the restaurant was good for dining.
adequate,good,C,The quality of the vacuum was adequate for cleaning.,The quality of the vacuum was not good for cleaning.,The quality of the vacuum was good for cleaning.
adequate,good,C,The conference's agenda was adequate for the time allotted.,The conference's agenda was not good for the time allotted.,The conference's agenda was good for the time allotted.
adequate,good,C,The level of interaction during the seminar was adequate.,The level of interaction during the seminar was not good.,The level of interaction during the seminar was good.
adequate,good,C,The service at the café was adequate for a quick visit.,The service at the café was not good for a quick visit.,The service at the café was good for a quick visit.
adequate,good,C,The effort put into the campaign was adequate.,The effort put into the campaign was not good.,The effort put into the campaign was good.
adequate,good,C,The team's performance was adequate given the challenging circumstances.,The team's performance was not good given the challenging circumstances.,The team's performance was good given the challenging circumstances.
adequate,good,C,Her explanation of the topic was adequate for the audience's understanding.,Her explanation of the topic was not good for the audience's understanding.,Her explanation of the topic was good for the audience's understanding.
adequate,good,C,The food served at the event was adequate for our guests.,The food served at the event was not good for our guests.,The food served at the event was good for our guests.
adequate,good,C,His writing skills are adequate for a beginner.,His writing skills are not good for a beginner.,His writing skills are good for a beginner.
adequate,good,C,The weather was adequate for our picnic plans.,The weather was not good for our picnic plans.,The weather was good for our picnic plans.
adequate,good,C,The materials provided were adequate for completing the project.,The materials provided were not good for completing the project.,The materials provided were good for completing the project.
adequate,good,C,His knowledge of the subject is adequate for this level of discussion.,His knowledge of the subject is not good for this level of discussion.,His knowledge of the subject is good for this level of discussion.
adequate,good,C,The movie was adequate entertainment for a rainy day.,The movie was not good entertainment for a rainy day.,The movie was good entertainment for a rainy day.
adequate,good,C,The project's budget was adequate to cover the essentials.,The project's budget was not good to cover the essentials.,The project's budget was good to cover the essentials.
adequate,good,C,The book provided adequate information on the topic.,The book did not provide good information on the topic.,The book provided good information on the topic.
adequate,good,C,Her performance on the test was adequate for passing.,Her performance on the test was not good for passing.,Her performance on the test was good for passing.
adequate,good,C,The exercise routine I follow is adequate for maintaining fitness.,The exercise routine I follow is not good for maintaining fitness.,The exercise routine I follow is good for maintaining fitness.
adequate,good,C,The instructions given were adequate for completing the task.,The instructions given were not good for completing the task.,The instructions given were good for completing the task.
adequate,good,C,The service at the restaurant was adequate for our needs.,The service at the restaurant was not good for our needs.,The service at the restaurant was good for our needs.
